,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,With_US,Quarterly Rating,Total Business Value,Last_Rating,Year_of_join,Month_of_join,Day_of_join,Attrition
48080,1888,38,1,7,1,41796,1,1,1,1.0,0.0,1,2015,5,7,1.0
67656,1368,28,0,15,1,56838,1,1,1,1.0,0.0,1,2016,3,12,1.0
8745,662,37,1,21,0,76548,1,2,24,2.75,671610.8333333334,3,2013,10,17,0.0
29596,2225,36,0,0,0,28216,1,1,23,2.260869565217391,359907.82608695654,2,2014,10,11,0.0
71776,1609,34,0,14,1,61037,1,3,1,1.0,0.0,1,2012,9,27,1.0
66690,968,36,0,9,1,23021,1,1,1,1.0,0.0,1,2015,7,21,1.0
28489,2167,39,1,0,0,70714,1,2,13,2.076923076923077,507584.6153846154,3,2013,4,27,0.0
7344,565,37,1,20,0,56543,3,3,16,2.3125,537165.0,3,2016,9,23,0.0
51729,1851,27,0,13,1,72778,2,2,1,1.0,0.0,1,2015,10,28,1.0
14686,1111,40,1,20,2,153109,3,4,24,2.25,1735867.5,1,2010,6,2,0.0
68288,2137,29,0,26,0,43990,1,1,1,1.0,0.0,1,2015,7,29,1.0
32419,2443,26,1,17,1,44169,1,2,9,1.3333333333333333,206355.55555555556,1,2014,11,25,0.0
74052,2257,34,0,24,1,47658,1,1,1,1.0,0.0,1,2016,5,18,1.0
18700,1407,26,1,18,0,27806,1,1,9,1.3333333333333333,132861.11111111112,1,2016,12,9,0.0
17383,1289,36,1,0,2,39644,1,1,20,2.3,384327.5,2,2015,5,30,0.0
29480,2223,42,1,4,0,35442,1,1,24,3.25,850523.3333333334,3,2015,10,21,0.0
31461,2381,47,1,10,0,77114,1,2,24,3.25,1191513.3333333333,2,2014,12,25,0.0
29979,2255,38,1,17,1,133489,3,4,24,2.625,1516587.0833333333,3,2010,11,6,0.0
7897,592,40,0,12,0,67624,1,2,24,1.75,384099.1666666667,2,2015,5,4,0.0
11287,870,37,0,21,0,93000,1,3,24,2.25,637445.4166666666,3,2012,7,23,0.0
10355,789,39,0,14,1,65696,2,2,24,3.5,1533590.8333333333,4,2015,11,27,0.0
14352,1093,36,1,0,0,77831,1,3,24,2.25,769705.4166666666,2,2012,7,23,0.0
58469,1784,44,1,25,0,31043,1,1,1,1.0,0.0,1,2015,7,21,1.0
33311,2498,30,1,14,1,15052,1,1,6,2.0,373648.3333333333,2,2017,7,27,0.0
5742,440,40,1,7,0,113125,2,4,24,1.375,682987.5,1,2010,8,11,0.0
17740,1326,28,0,12,0,41463,1,1,9,1.3333333333333333,142521.11111111112,1,2016,10,14,0.0
21546,1644,46,0,28,0,105513,2,4,24,2.125,1201781.6666666667,1,2011,4,28,0.0
12411,947,29,0,25,0,74402,3,3,6,1.0,163956.66666666666,1,2017,4,12,0.0
69127,979,44,0,2,2,59510,1,1,1,1.0,0.0,1,2015,9,5,1.0
46505,1601,36,0,10,0,56467,2,2,1,1.0,0.0,1,2015,9,7,1.0
10434,790,31,1,3,0,40253,2,2,17,1.5294117647058822,324850.5882352941,1,2015,11,11,0.0
685,56,36,0,10,2,80223,1,1,24,2.875,488477.9166666667,4,2015,7,20,0.0
5050,400,35,1,10,1,65729,2,2,15,2.8,649879.3333333334,2,2016,10,8,0.0
65175,234,46,1,12,2,34929,1,1,1,1.0,0.0,1,2015,1,25,1.0
72185,1964,38,0,21,1,38415,2,2,1,1.0,0.0,1,2015,6,22,1.0
45807,393,33,1,1,0,34639,1,1,1,1.0,0.0,1,2015,11,17,1.0
45848,2283,41,1,18,0,14583,1,1,1,1.0,0.0,1,2015,6,19,1.0
13547,1043,33,1,3,0,93121,2,3,24,2.375,760343.3333333334,2,2012,5,14,0.0
20193,1526,34,1,0,2,60087,1,1,24,3.0,584447.0833333334,3,2013,12,24,0.0
18501,1382,32,0,7,2,68259,3,3,18,2.0,511511.1111111111,2,2016,7,5,0.0
17187,1274,54,1,6,2,145861,1,4,24,3.375,2124457.0833333335,2,2015,6,8,0.0
29568,2225,35,0,0,0,28216,1,1,23,2.260869565217391,359907.82608695654,2,2014,10,11,0.0
32649,2460,26,0,3,2,36191,1,1,6,1.0,25000.0,1,2017,5,17,0.0
8872,682,30,1,5,0,40008,1,1,18,2.1666666666666665,365740.0,3,2016,7,19,0.0
23747,1803,33,1,22,2,52914,1,1,7,1.0,-197932.85714285713,1,2015,5,9,0.0
24452,1852,55,1,22,0,69118,1,2,24,3.3333333333333335,1209845.0,4,2015,6,15,0.0
26080,1970,23,1,12,0,40996,2,2,5,1.0,159702.0,1,2015,12,21,0.0
66378,2399,33,0,8,1,80038,2,2,1,1.0,0.0,1,2017,3,4,1.0
57792,2320,32,0,18,0,40928,1,1,1,1.0,0.0,1,2015,6,27,1.0
1939,133,44,0,15,2,46858,1,1,5,1.6,174622.0,1,2015,7,30,0.0
22764,1722,40,1,19,2,76806,1,3,20,1.45,324631.5,1,2012,7,30,0.0
2447,181,30,0,8,2,26926,3,3,2,1.0,0.0,1,2017,11,6,0.0
69955,2320,36,0,23,1,71352,2,2,1,1.0,0.0,1,2015,10,29,1.0
33160,2494,45,1,19,1,48747,1,1,24,3.125,741002.0833333334,3,2015,5,25,0.0
326,26,42,1,5,2,132577,1,4,24,3.0833333333333335,2911162.5,2,2015,5,7,0.0
37327,2742,29,1,0,0,22217,1,1,9,2.0,203826.66666666666,1,2016,7,2,0.0
1722,115,45,1,0,0,31752,1,3,24,2.125,528122.5,2,2012,7,23,0.0
30958,2326,32,0,17,1,71384,3,3,10,1.3,304508.0,1,2016,11,28,0.0
25918,1957,38,0,13,1,25678,1,2,24,2.5,558145.8333333334,3,2012,9,6,0.0
31159,2357,33,0,23,0,24378,1,1,16,1.1875,114000.625,1,2016,8,31,0.0
51356,102,35,0,7,1,48697,1,1,1,1.0,0.0,1,2015,6,19,1.0
41536,243,27,1,3,1,24135,1,1,1,1.0,0.0,1,2015,8,10,1.0
74242,2342,36,0,24,1,71339,2,2,1,1.0,0.0,1,2015,10,30,1.0
14279,1092,29,0,7,1,36118,1,1,21,2.5714285714285716,518346.6666666667,2,2015,2,10,0.0
53067,2395,33,0,5,1,40234,1,1,1,1.0,0.0,1,2015,11,26,1.0
5790,444,32,1,6,0,36856,1,1,13,1.6923076923076923,222206.92307692306,2,2016,11,28,0.0
53759,2063,31,0,11,1,51052,1,1,1,1.0,0.0,1,2015,7,29,1.0
3632,296,32,0,12,0,65094,1,2,24,3.0,1245893.75,4,2015,6,10,0.0
55343,2083,36,0,2,0,39772,1,1,1,1.0,0.0,1,2015,6,12,1.0
10399,789,40,0,14,1,72265,2,3,24,3.5,1533590.8333333333,4,2015,11,27,0.0
37161,2732,31,0,3,1,53480,1,3,14,1.8571428571428572,478830.71428571426,1,2013,6,21,0.0
74984,1776,33,1,17,0,43858,1,1,1,1.0,0.0,1,2015,6,21,1.0
51348,1911,26,1,13,1,26171,1,1,1,1.0,0.0,1,2016,8,20,1.0
25626,1935,31,1,27,1,60214,1,1,6,2.0,208423.33333333334,2,2015,11,9,0.0
68745,1474,38,0,19,1,50951,1,1,1,1.0,0.0,1,2015,7,27,1.0
67975,2690,34,0,6,1,77503,2,2,1,1.0,0.0,1,2016,5,1,1.0
53973,1944,35,1,5,1,55620,2,2,1,1.0,0.0,1,2015,8,9,1.0
1019,67,40,1,20,2,65982,1,2,24,2.5,522645.8333333333,3,2016,1,4,0.0
31823,2399,29,0,15,2,67326,1,1,24,2.75,489266.25,3,2015,7,3,0.0
29354,2213,58,0,16,0,29202,1,1,7,3.0,473014.28571428574,3,2015,5,4,0.0
71589,1060,29,0,16,0,77827,2,2,1,1.0,0.0,1,2015,10,10,1.0
72133,1558,27,0,7,1,12333,1,1,1,1.0,0.0,1,2015,5,8,1.0
41132,762,33,0,18,1,67287,1,1,1,1.0,0.0,1,2015,9,16,1.0
48763,736,28,0,6,1,26804,1,1,1,1.0,0.0,1,2015,9,7,1.0
35215,2597,35,0,22,2,85254,1,2,24,2.5,582724.1666666666,3,2013,8,14,0.0
35713,2630,39,1,18,2,56808,1,2,20,2.5,593426.0,1,2012,7,23,0.0
34889,2581,42,0,21,0,29462,1,1,11,1.5454545454545454,206977.27272727274,1,2016,7,5,0.0
23974,1817,40,0,27,0,58322,1,2,24,3.0416666666666665,862595.0,2,2012,7,26,0.0
64540,1822,34,1,27,1,52003,1,1,1,1.0,0.0,1,2015,6,27,1.0
62930,1396,31,0,9,0,44198,1,1,1,1.0,0.0,1,2015,8,18,1.0
49174,1597,28,0,12,2,66532,1,1,1,1.0,0.0,1,2015,9,13,1.0
57454,2334,33,0,9,2,41642,1,1,1,1.0,0.0,1,2015,10,10,1.0
5626,434,29,0,25,2,88515,1,3,24,3.75,2153367.0833333335,4,2014,8,11,0.0
66095,901,32,1,12,1,95353,2,2,1,1.0,0.0,1,2015,8,8,1.0
66448,2288,30,1,6,1,12890,1,1,1,1.0,0.0,1,2015,6,22,1.0
4143,339,31,1,8,0,55937,3,3,12,1.25,152276.66666666666,1,2016,6,13,0.0
24287,1841,32,1,16,1,123565,1,3,24,3.0,1365273.3333333333,2,2011,9,2,0.0
43909,2281,41,1,18,0,14568,1,1,1,1.0,0.0,1,2015,6,18,1.0
65203,2027,37,1,3,0,39792,1,1,1,1.0,0.0,1,2015,6,14,1.0
53204,366,44,1,15,1,34834,1,1,1,1.0,0.0,1,2015,3,27,1.0
12641,973,45,1,14,1,90484,1,3,24,2.625,932850.8333333334,3,2012,7,23,0.0
50320,2544,45,1,16,2,96275,3,3,1,1.0,0.0,1,2015,8,16,1.0
68674,1945,38,1,4,0,40957,1,1,1,1.0,0.0,1,2015,5,9,1.0
14284,1092,30,0,7,1,36118,1,1,21,2.5714285714285716,518346.6666666667,2,2015,2,10,0.0
44822,1792,37,1,27,1,51868,1,1,1,1.0,0.0,1,2015,5,26,1.0
9320,713,28,1,3,1,69388,1,2,24,4.0,1516223.75,4,2015,1,30,0.0
72243,1010,34,0,14,1,12455,1,1,1,1.0,0.0,1,2015,9,24,1.0
1246,78,36,1,13,1,105946,2,4,24,2.625,1813812.9166666667,2,2015,9,16,0.0
68920,2190,33,0,11,1,81025,2,2,1,1.0,0.0,1,2016,3,6,1.0
47597,534,34,1,22,0,21231,1,1,1,1.0,0.0,1,2015,9,19,1.0
4905,391,36,1,14,0,133783,1,3,24,2.5,728498.75,3,2013,1,14,0.0
63432,2527,28,0,23,0,17305,1,1,1,1.0,0.0,1,2015,6,10,1.0
6579,515,26,0,21,1,10747,2,2,3,1.0,0.0,1,2017,4,13,0.0
25121,1886,29,1,7,0,18192,1,1,10,1.6,289570.0,1,2015,7,13,0.0
28000,2134,38,1,21,1,116006,2,5,24,2.875,2487352.0833333335,1,2010,10,30,0.0
61969,2189,32,1,7,1,51313,1,1,1,1.0,0.0,1,2015,9,9,1.0
22935,1738,27,1,18,0,53928,1,1,15,2.8,554712.0,1,2013,4,17,0.0
55992,1300,27,1,4,1,25724,1,1,1,1.0,0.0,1,2015,6,27,1.0
38437,1517,31,0,2,0,28834,1,1,1,1.0,0.0,1,2015,6,14,1.0
65937,2071,28,0,14,1,72270,2,2,1,1.0,0.0,1,2015,10,30,1.0
51056,1822,37,0,22,1,51429,1,1,1,1.0,0.0,1,2015,5,27,1.0
30207,2263,25,1,18,1,16216,1,1,7,2.2857142857142856,354465.71428571426,1,2015,7,17,0.0
32920,2484,36,1,11,0,58626,3,3,7,1.1428571428571428,71720.0,2,2016,10,11,0.0
67701,1583,27,0,7,1,12456,1,1,1,1.0,0.0,1,2015,5,7,1.0
49056,1338,30,0,12,1,66161,1,1,1,1.0,0.0,1,2015,6,15,1.0
12502,954,31,1,4,1,43996,1,2,24,3.25,1081313.3333333333,3,2011,8,29,0.0
31668,2391,28,1,18,1,40366,2,2,9,1.8888888888888888,368117.77777777775,2,2016,9,12,0.0
7504,569,38,0,18,1,111743,2,3,24,3.375,1230432.5,3,2012,12,31,0.0
62081,2363,35,1,5,1,55705,2,2,1,1.0,0.0,1,2015,9,7,1.0
28258,2151,32,1,5,1,52035,1,2,15,1.8,365648.6666666667,1,2015,5,13,0.0
31273,2365,42,0,4,1,99669,1,4,24,3.125,2474194.5833333335,2,2012,8,7,0.0
72475,2425,32,0,22,0,16741,1,1,1,1.0,0.0,1,2015,6,8,1.0
26087,1971,25,1,7,1,45593,2,2,1,1.0,0.0,1,2017,12,20,0.0
70548,651,49,0,1,2,59930,1,1,1,1.0,0.0,1,2015,10,23,1.0
39414,2202,31,0,10,1,79510,2,2,1,1.0,0.0,1,2016,3,10,1.0
41343,1170,32,0,14,1,34232,1,1,1,1.0,0.0,1,2015,3,7,1.0
48240,1376,23,0,14,1,44878,1,1,1,1.0,0.0,1,2015,7,9,1.0
10108,770,25,1,18,1,18544,2,2,7,1.8571428571428572,250044.2857142857,1,2016,7,5,0.0
29663,2228,53,0,19,1,79243,1,2,24,3.25,812670.0,4,2015,7,21,0.0
5885,448,37,1,1,0,65389,2,4,24,2.125,1263282.5,3,2011,4,4,0.0
60550,2510,34,0,8,0,77925,3,3,1,1.0,0.0,1,2016,6,2,1.0
53918,1364,40,1,16,1,103883,2,3,1,1.0,0.0,1,2013,7,18,1.0
59812,987,33,0,11,2,50306,1,1,1,1.0,0.0,1,2015,5,29,1.0
42688,1256,36,1,24,1,69681,2,2,1,1.0,0.0,1,2015,9,24,1.0
1891,125,32,0,1,2,30847,1,1,7,1.4285714285714286,174540.0,1,2015,7,29,0.0
66907,1384,26,0,12,1,44607,1,1,1,1.0,0.0,1,2015,7,13,1.0
73062,948,34,0,13,1,22974,1,1,1,1.0,0.0,1,2015,7,21,1.0
40834,1969,37,1,17,1,51440,1,1,1,1.0,0.0,1,2015,7,17,1.0
34856,2576,30,1,17,0,80907,2,2,24,2.75,720281.25,2,2012,8,20,0.0
57251,231,32,1,16,0,22135,1,1,1,1.0,0.0,1,2015,8,13,1.0
27641,2104,39,0,26,1,79523,1,3,24,2.5,729368.75,4,2013,4,30,0.0
14543,1106,37,1,13,0,49193,1,2,24,2.75,713866.6666666666,3,2013,1,29,0.0
72200,1144,28,0,6,0,17152,1,1,1,1.0,0.0,1,2015,9,15,1.0
41236,621,30,1,3,0,45041,1,1,1,1.0,0.0,1,2015,7,4,1.0
53005,1896,32,0,18,0,78958,2,2,1,1.0,0.0,1,2015,11,6,1.0
49561,870,36,0,5,0,34810,1,1,1,1.0,0.0,1,2015,9,16,1.0
68698,526,33,1,11,0,45625,1,1,1,1.0,0.0,1,2015,10,12,1.0
33086,2489,36,0,15,0,40775,1,1,8,2.5,303000.0,1,2014,2,25,0.0
73977,1269,36,0,9,1,22968,1,1,1,1.0,0.0,1,2015,8,20,1.0
56365,1687,34,0,11,1,39845,2,2,1,1.0,0.0,1,2015,8,21,1.0
38859,1422,32,1,21,0,67034,1,1,1,1.0,0.0,1,2015,9,22,1.0
3742,308,30,1,24,2,188418,2,5,24,2.625,2417687.0833333335,2,2011,8,15,0.0
23019,1743,38,1,9,1,45163,2,2,17,2.764705882352941,638579.4117647059,1,2015,8,11,0.0
64678,1891,38,1,6,0,41495,1,1,1,1.0,0.0,1,2015,5,7,1.0
30068,2257,41,0,14,2,81933,2,2,24,3.0,753185.8333333334,4,2015,2,24,0.0
14963,1147,35,0,21,1,69789,2,4,24,2.25,1069706.25,2,2012,10,15,0.0
16890,1263,37,1,7,0,62041,2,2,13,3.076923076923077,2274017.6923076925,3,2016,12,12,0.0
6640,520,28,0,15,0,98996,4,4,13,1.4615384615384615,994010.0,1,2016,1,9,0.0
45350,1950,31,0,16,1,22406,1,1,1,1.0,0.0,1,2015,6,18,1.0
58960,774,39,0,16,1,69300,1,1,1,1.0,0.0,1,2015,10,13,1.0
52909,1313,35,1,8,1,55639,3,3,1,1.0,0.0,1,2016,5,3,1.0
38067,2298,31,1,7,1,50548,1,1,1,1.0,0.0,1,2015,10,10,1.0
32513,2453,38,0,3,0,92031,3,3,14,1.8571428571428572,577713.5714285715,2,2016,11,12,0.0
49992,762,33,1,14,1,99673,2,2,1,1.0,0.0,1,2014,7,12,1.0
41028,904,31,1,18,2,19854,1,1,1,1.0,0.0,1,2015,9,17,1.0
42391,1856,36,0,6,1,50086,1,1,1,1.0,0.0,1,2015,11,24,1.0
57901,1454,24,1,13,1,44539,1,1,1,1.0,0.0,1,2015,8,11,1.0
41317,616,24,0,13,0,20793,1,1,1,1.0,173908.17937174794,1,2015,10,18,1.0
44541,692,29,0,18,0,63039,2,2,1,1.0,0.0,1,2015,8,10,1.0
19000,1432,32,1,18,1,29365,1,2,24,2.75,670454.1666666666,3,2015,10,13,0.0
54507,1066,32,0,16,1,34192,1,1,1,1.0,0.0,1,2015,3,7,1.0
43213,1308,28,0,8,0,17289,1,1,1,1.0,0.0,1,2015,8,9,1.0
2026,140,38,1,28,0,72253,1,2,24,2.625,580830.8333333334,3,2013,4,29,0.0
44895,728,29,0,18,0,62356,1,2,1,1.0,0.0,1,2014,10,12,1.0
7481,568,33,1,7,0,60655,1,4,24,3.4583333333333335,1736153.75,2,2015,5,21,0.0
17346,1287,26,0,26,0,52789,1,1,8,1.375,153432.5,1,2015,5,28,0.0
58967,1799,26,1,21,0,44396,1,1,1,1.0,0.0,1,2015,7,20,1.0
9671,734,34,0,14,2,88414,3,3,15,1.8,397222.6666666667,1,2016,10,24,0.0
26687,2027,35,0,27,0,130245,1,4,24,2.375,1509967.0833333333,2,2012,10,8,0.0
35442,2617,37,0,17,1,104128,2,4,24,1.75,963102.0833333334,2,2012,1,16,0.0
9734,744,26,1,12,2,43322,1,1,8,1.75,190067.5,1,2015,1,21,0.0
69306,2374,33,0,5,1,40203,1,1,1,1.0,0.0,1,2015,11,25,1.0
45500,1209,36,1,14,1,12770,1,1,1,1.0,0.0,1,2015,12,17,1.0
72364,1970,32,0,10,1,84037,2,2,1,1.0,0.0,1,2016,3,6,1.0
50734,641,40,0,22,1,14844,1,1,1,1.0,0.0,1,2015,9,24,1.0
46127,766,37,1,18,1,34847,1,1,1,1.0,0.0,1,2015,7,28,1.0
47380,1918,36,0,23,1,37467,1,1,1,1.0,0.0,1,2015,5,19,1.0
44936,2289,34,1,9,1,41797,1,1,1,1.0,0.0,1,2015,9,7,1.0
6659,522,36,1,18,2,109652,2,3,9,2.3333333333333335,528903.3333333334,3,2011,5,30,0.0
5784,444,31,1,6,0,36856,1,1,13,1.6923076923076923,222206.92307692306,2,2016,11,28,0.0
3801,310,27,0,22,2,58439,1,1,1,1.0,0.0,1,2017,12,11,0.0
55793,1650,33,0,12,1,39807,2,2,1,1.0,0.0,1,2015,9,19,1.0
10132,772,29,1,21,2,75986,3,3,18,2.3333333333333335,970423.8888888889,4,2016,7,8,0.0
59727,1619,32,0,10,1,50730,2,2,1,1.0,0.0,1,2015,8,30,1.0
46146,2288,35,1,24,1,71266,2,2,1,1.0,0.0,1,2015,9,29,1.0
22978,1739,30,1,26,0,56867,2,2,4,1.0,0.0,1,2017,5,22,0.0
12087,933,35,0,10,0,75765,3,3,14,2.7142857142857144,862338.5714285715,4,2016,11,7,0.0
38614,472,38,1,2,0,35021,1,1,1,1.0,0.0,1,2015,11,20,1.0
49718,1934,39,0,7,1,12542,1,1,1,1.0,0.0,1,2015,11,8,1.0
59355,515,31,1,11,0,19636,1,1,1,1.0,0.0,1,2015,9,14,1.0
15052,1150,35,0,0,2,38572,2,2,9,1.3333333333333333,124398.88888888889,1,2017,3,13,0.0
30690,2299,42,0,24,1,129924,1,4,24,1.875,958082.0833333334,2,2012,11,19,0.0
35327,2613,30,0,24,1,63004,3,3,6,1.0,0.0,1,2016,10,6,0.0
11532,889,31,1,20,0,47988,3,3,6,1.0,183338.33333333334,1,2017,6,28,0.0
36827,2723,42,0,0,2,47303,1,1,6,1.0,0.0,1,2017,3,13,0.0
58654,1793,30,0,13,1,39848,2,2,1,1.0,0.0,1,2015,12,16,1.0
15221,1164,32,0,26,2,32376,1,1,23,2.391304347826087,400630.8695652174,2,2014,8,4,0.0
55462,2366,31,0,17,0,42095,1,1,1,1.0,0.0,1,2015,6,20,1.0
52963,2025,37,1,8,1,41796,1,1,1,1.0,0.0,1,2015,6,7,1.0
46625,136,37,1,22,1,67880,1,1,1,1.0,0.0,1,2015,8,17,1.0
70475,900,31,1,21,1,20014,1,1,1,1.0,0.0,1,2015,8,15,1.0
9433,716,43,1,0,0,57593,1,2,24,3.25,1454711.25,3,2014,11,10,0.0
64950,874,28,1,13,1,20344,1,1,1,1.0,0.0,1,2015,9,22,1.0
35797,2642,29,1,27,1,19447,1,1,6,2.5,705928.3333333334,1,2015,9,14,0.0
19313,1461,45,1,1,1,39841,2,2,21,1.7142857142857142,322235.71428571426,2,2012,9,24,0.0
16456,1234,38,1,20,0,21755,1,1,24,2.75,509162.0833333333,3,2015,6,29,0.0
71642,905,25,0,22,1,20361,1,1,1,1.0,0.0,1,2016,8,29,1.0
30215,2264,33,0,6,0,73561,2,4,9,1.0,442335.55555555556,1,2012,5,29,0.0
27338,2076,40,0,6,2,90200,1,2,24,2.875,797175.8333333334,2,2013,8,15,0.0
38718,1404,26,0,13,0,27401,1,1,1,1.0,0.0,1,2015,8,4,1.0
4817,385,34,0,20,2,77156,3,3,3,2.0,377186.6666666667,2,2017,9,28,0.0
39342,755,31,1,6,1,26151,1,1,1,1.0,0.0,1,2015,10,8,1.0
55941,1334,40,0,7,2,60378,2,2,1,1.0,0.0,1,2015,10,20,1.0
11985,926,47,1,23,1,21646,1,2,24,2.375,549891.6666666666,2,2013,1,7,0.0
27473,2087,52,1,16,2,102597,1,3,24,3.0,1239021.25,4,2012,8,20,0.0
49850,565,30,0,17,1,12342,1,1,1,1.0,0.0,1,2015,11,27,1.0
24935,1875,43,0,11,2,74090,1,3,24,2.75,1129154.5833333333,4,2013,1,21,0.0
70816,1868,23,0,19,1,27148,1,1,1,1.0,0.0,1,2016,10,3,1.0
8922,693,45,1,5,2,123729,2,4,24,2.375,1446162.0833333333,2,2012,7,26,0.0
28393,2164,23,1,6,0,35943,1,1,4,1.0,41360.0,1,2016,11,18,0.0
69698,2038,26,1,16,1,26285,1,1,1,1.0,0.0,1,2016,8,17,1.0
10486,792,32,0,10,2,48639,2,2,3,1.0,0.0,1,2016,12,10,0.0
35577,2625,38,1,25,1,48525,1,2,24,3.125,947444.1666666666,3,2012,8,9,0.0
58216,2150,40,1,16,0,59550,1,1,1,1.0,0.0,1,2015,9,21,1.0
42102,2431,44,1,15,2,98064,3,3,1,1.0,0.0,1,2015,8,17,1.0
38635,2611,35,0,8,1,50460,1,1,1,1.0,0.0,1,2015,11,19,1.0
38379,1995,32,0,24,1,28982,1,1,1,1.0,0.0,1,2016,3,15,1.0
64775,2473,27,1,28,1,27394,1,1,1,1.0,0.0,1,2015,11,7,1.0
24731,1864,33,0,21,0,85688,1,3,24,3.375,1214457.9166666667,3,2011,8,11,0.0
8358,624,34,1,6,0,104712,2,3,24,2.25,833817.5,2,2011,5,18,0.0
43729,242,25,0,13,1,76130,2,2,1,1.0,0.0,1,2015,10,16,1.0
56197,1432,24,1,13,1,44640,1,1,1,1.0,0.0,1,2015,8,10,1.0
11447,887,25,1,5,0,23745,1,1,13,1.4615384615384615,246244.61538461538,1,2016,11,5,0.0
4862,390,32,0,14,2,70428,1,1,2,1.0,0.0,1,2015,10,29,0.0
35986,2660,28,1,4,2,48747,1,3,24,2.75,924310.4166666666,2,2010,9,15,0.0
39993,1654,31,1,21,0,66876,1,1,1,1.0,0.0,1,2015,9,23,1.0
42463,945,36,0,25,1,37353,1,1,1,1.0,-98244.75299016488,1,2015,10,15,1.0
11373,882,29,1,4,1,94945,2,4,21,1.0,64438.57142857143,1,2010,10,12,0.0
9021,697,41,1,17,0,118215,4,4,18,2.8333333333333335,2171677.222222222,2,2016,7,14,0.0
44907,1649,31,0,19,1,22769,1,1,1,1.0,0.0,1,2015,7,18,1.0
22270,1679,34,1,3,2,55285,1,2,24,2.375,607415.4166666666,2,2015,7,27,0.0
2149,153,37,0,14,0,148588,5,5,11,1.2727272727272727,133890.9090909091,1,2015,10,14,0.0
26908,2049,40,0,15,0,100888,1,3,24,2.125,733365.0,2,2011,10,24,0.0
48069,1004,36,0,26,0,45169,1,1,1,1.0,0.0,1,2015,11,9,1.0
24747,1864,34,0,21,0,85688,1,3,24,3.375,1214457.9166666667,3,2011,8,11,0.0
32990,2486,36,0,25,2,74360,2,2,11,2.909090909090909,1048392.7272727273,1,2016,12,5,0.0
53765,2182,27,0,23,0,27923,1,1,1,1.0,0.0,1,2016,3,7,1.0
26089,1972,29,0,9,1,44137,1,1,11,1.8181818181818181,302783.63636363635,1,2017,2,1,0.0
62755,551,38,0,20,1,58041,1,1,1,1.0,0.0,1,2015,8,15,1.0
18212,1369,28,0,1,1,54231,1,1,7,1.4285714285714286,228807.14285714287,1,2015,1,1,0.0
72349,2394,34,0,7,1,56639,1,1,1,1.0,0.0,1,2015,8,15,1.0
56899,2032,28,0,13,1,72381,1,1,1,1.0,0.0,1,2015,10,29,1.0
72074,2544,23,1,27,1,26742,1,1,1,1.0,0.0,1,2016,11,3,1.0
72519,1202,32,0,12,1,91576,2,2,1,1.0,0.0,1,2015,6,7,1.0
14922,1139,35,0,17,1,49939,1,1,24,2.625,484276.6666666667,2,2015,11,11,0.0
65245,1605,34,0,9,0,49936,1,1,1,1.0,0.0,1,2015,11,24,1.0
28054,2134,40,1,21,1,116006,2,5,24,2.875,2487352.0833333335,1,2010,10,30,0.0
39408,194,32,1,21,0,20869,1,1,1,1.0,0.0,1,2015,10,18,1.0
58041,2191,35,0,6,1,40166,2,2,1,1.0,0.0,1,2015,9,28,1.0
47178,419,28,1,3,1,25859,1,1,1,1.0,0.0,1,2015,10,11,1.0
42393,843,35,1,21,0,45226,1,1,1,1.0,0.0,1,2015,11,7,1.0
46401,1138,34,0,6,0,34615,1,1,1,1.0,0.0,1,2015,7,13,1.0
36554,2698,26,1,13,0,58892,2,2,3,1.0,0.0,1,2017,3,17,0.0
38131,2088,33,0,13,1,80416,2,2,1,1.0,0.0,1,2016,5,6,1.0
12014,926,48,1,23,1,21646,1,2,24,2.375,549891.6666666666,2,2013,1,7,0.0
32163,2420,29,1,24,2,169549,2,5,24,2.625,2000738.3333333333,1,2012,7,30,0.0
15516,1178,41,1,7,0,71974,3,3,10,1.3,149771.0,1,2017,3,9,0.0
17465,1295,31,1,15,2,51643,1,2,3,1.0,-4770.0,1,2013,4,29,0.0
59385,1228,34,0,8,1,50234,2,2,1,1.0,0.0,1,2015,10,30,1.0
9300,713,27,1,3,1,69388,1,2,24,4.0,1516223.75,4,2015,1,30,0.0
49852,2548,28,0,23,0,17258,1,1,1,1.0,0.0,1,2015,6,12,1.0
18005,1342,32,0,12,1,31057,2,2,9,1.0,89671.11111111111,1,2016,11,24,0.0
6604,516,26,0,21,1,41099,1,1,18,1.6666666666666667,313798.8888888889,1,2016,7,4,0.0
53250,1731,29,1,8,0,25990,1,1,1,1.0,0.0,1,2015,6,26,1.0
43634,445,32,1,26,0,33976,1,1,1,1.0,0.0,1,2015,1,5,1.0
23130,1746,51,0,3,2,38478,1,2,17,1.4705882352941178,332004.70588235295,2,2015,9,24,0.0
69936,1978,28,0,6,1,12701,1,1,1,1.0,0.0,1,2015,5,15,1.0
32175,2420,29,1,24,2,169549,2,5,24,2.625,2000738.3333333333,1,2012,7,30,0.0
37504,2754,30,1,25,2,62462,1,1,19,2.1052631578947367,301890.5263157895,2,2016,6,8,0.0
59791,2059,33,0,14,0,80243,2,2,1,1.0,0.0,1,2015,6,6,1.0
31585,2390,44,1,20,1,46244,1,1,24,3.0,775339.1666666666,1,2015,5,30,0.0
52972,685,41,0,11,1,34636,1,1,1,1.0,0.0,1,2015,2,19,1.0
