,Attrition,Prediction
56764,1.0,1.0
9798,0.0,0.0
29385,0.0,0.0
54179,1.0,1.0
14796,0.0,0.0
56359,1.0,1.0
61111,1.0,1.0
50097,1.0,1.0
62058,1.0,1.0
11726,0.0,0.0
11187,0.0,0.0
24728,0.0,0.0
14451,0.0,0.0
788,0.0,0.0
1399,0.0,0.0
21049,0.0,0.0
13687,0.0,0.0
29929,0.0,0.0
64971,1.0,1.0
49033,1.0,1.0
41284,1.0,1.0
27785,0.0,0.0
7070,0.0,0.0
33518,0.0,0.0
70324,1.0,1.0
6038,0.0,0.0
28676,0.0,0.0
15375,0.0,1.0
13025,0.0,0.0
55836,1.0,1.0
64439,1.0,1.0
55610,1.0,1.0
63321,1.0,1.0
36468,0.0,0.0
23966,0.0,0.0
25958,0.0,0.0
33465,0.0,0.0
46711,1.0,1.0
29890,0.0,0.0
40528,1.0,1.0
72943,1.0,1.0
7442,0.0,0.0
5397,0.0,0.0
24278,0.0,0.0
34762,0.0,0.0
17418,0.0,0.0
26530,0.0,0.0
35628,0.0,0.0
56155,1.0,1.0
43305,1.0,1.0
59572,1.0,1.0
53150,1.0,1.0
49900,1.0,1.0
37930,1.0,1.0
57414,1.0,1.0
66115,1.0,1.0
55742,1.0,1.0
20330,0.0,0.0
9399,0.0,0.0
13074,0.0,0.0
14463,0.0,0.0
19314,0.0,0.0
62634,1.0,1.0
16286,0.0,0.0
58326,1.0,1.0
15225,0.0,0.0
62204,1.0,1.0
69959,1.0,1.0
45653,1.0,1.0
43955,1.0,1.0
35899,0.0,0.0
12221,0.0,0.0
43566,1.0,1.0
31008,0.0,0.0
72163,1.0,1.0
52184,1.0,1.0
24774,0.0,0.0
70240,1.0,1.0
51823,1.0,1.0
32827,0.0,0.0
38616,1.0,1.0
11888,0.0,0.0
47111,1.0,1.0
45212,1.0,1.0
35193,0.0,0.0
60973,1.0,1.0
50241,1.0,1.0
66279,1.0,1.0
74187,1.0,1.0
66667,1.0,1.0
42459,1.0,1.0
28129,0.0,0.0
24239,0.0,0.0
35883,0.0,0.0
47671,1.0,1.0
2307,0.0,0.0
23938,0.0,0.0
6344,0.0,0.0
55359,1.0,1.0
46873,1.0,1.0
19536,0.0,0.0
51340,1.0,1.0
31431,0.0,0.0
55847,1.0,1.0
63978,1.0,1.0
17459,0.0,0.0
63503,1.0,1.0
45419,1.0,1.0
74408,1.0,1.0
42731,1.0,1.0
71790,1.0,1.0
72527,1.0,1.0
8016,0.0,0.0
1656,0.0,0.0
23643,0.0,0.0
6174,0.0,0.0
25772,0.0,0.0
20786,0.0,0.0
28571,0.0,0.0
7647,0.0,0.0
26902,0.0,0.0
41378,1.0,1.0
62177,1.0,1.0
11773,0.0,0.0
44860,1.0,1.0
45433,1.0,1.0
45159,1.0,1.0
47411,1.0,1.0
62372,1.0,1.0
74119,1.0,1.0
20265,0.0,0.0
7072,0.0,0.0
59269,1.0,1.0
10910,0.0,0.0
40787,1.0,1.0
45876,1.0,1.0
74072,1.0,0.0
27085,0.0,0.0
29540,0.0,0.0
6726,0.0,0.0
43679,1.0,1.0
13840,0.0,0.0
52083,1.0,1.0
37955,1.0,1.0
73953,1.0,1.0
44900,1.0,1.0
15480,0.0,0.0
12822,0.0,0.0
1917,0.0,0.0
28705,0.0,0.0
21186,0.0,0.0
51848,1.0,1.0
59183,1.0,1.0
47474,1.0,1.0
3070,0.0,0.0
45963,1.0,1.0
25445,0.0,0.0
32252,0.0,0.0
13057,0.0,0.0
45064,1.0,1.0
9707,0.0,0.0
45561,1.0,1.0
29625,0.0,0.0
73597,1.0,1.0
72577,1.0,1.0
6343,0.0,0.0
69669,1.0,1.0
10130,0.0,0.0
70038,1.0,1.0
61679,1.0,1.0
4947,0.0,0.0
70088,1.0,1.0
21131,0.0,0.0
46529,1.0,1.0
16108,0.0,0.0
26662,0.0,0.0
10492,0.0,0.0
12514,0.0,0.0
18585,0.0,0.0
13703,0.0,0.0
21551,0.0,0.0
6890,0.0,0.0
68906,1.0,1.0
27423,0.0,0.0
43225,1.0,1.0
70530,1.0,1.0
17099,0.0,0.0
29465,0.0,0.0
40288,1.0,1.0
41979,1.0,1.0
31544,0.0,0.0
66586,1.0,1.0
63042,1.0,1.0
58254,1.0,1.0
17907,0.0,0.0
51830,1.0,1.0
16350,0.0,0.0
69006,1.0,1.0
13718,0.0,0.0
11987,0.0,0.0
68667,1.0,1.0
32289,0.0,0.0
45430,1.0,1.0
27498,0.0,0.0
39144,1.0,1.0
35359,0.0,0.0
3203,0.0,0.0
52233,1.0,1.0
20228,0.0,0.0
14684,0.0,0.0
5320,0.0,0.0
47924,1.0,1.0
4691,0.0,0.0
32888,0.0,0.0
45198,1.0,1.0
46099,1.0,1.0
46179,1.0,1.0
23961,0.0,0.0
1560,0.0,0.0
68699,1.0,1.0
74241,1.0,1.0
54331,1.0,1.0
53570,1.0,1.0
54969,1.0,1.0
569,0.0,0.0
35161,0.0,0.0
12420,0.0,1.0
30286,0.0,0.0
7242,0.0,0.0
39596,1.0,1.0
51531,1.0,1.0
37242,0.0,0.0
69827,1.0,1.0
66033,1.0,1.0
66333,1.0,1.0
22517,0.0,0.0
31328,0.0,0.0
70281,1.0,1.0
19670,0.0,0.0
13592,0.0,0.0
6080,0.0,0.0
36973,0.0,0.0
32232,0.0,0.0
17870,0.0,0.0
34923,0.0,0.0
45853,1.0,1.0
44013,1.0,1.0
49797,1.0,1.0
10576,0.0,0.0
59885,1.0,1.0
19767,0.0,0.0
42361,1.0,1.0
70948,1.0,1.0
11328,0.0,0.0
59026,1.0,1.0
19029,0.0,0.0
14824,0.0,0.0
23416,0.0,0.0
65698,1.0,1.0
10406,0.0,0.0
38706,1.0,1.0
46013,1.0,1.0
38778,1.0,1.0
25871,0.0,0.0
4203,0.0,0.0
44521,1.0,1.0
7460,0.0,0.0
61790,1.0,1.0
2202,0.0,0.0
49865,1.0,1.0
26729,0.0,0.0
26041,0.0,0.0
46050,1.0,1.0
61959,1.0,1.0
16218,0.0,0.0
41859,1.0,1.0
37713,0.0,0.0
37974,1.0,1.0
1787,0.0,0.0
24829,0.0,0.0
36362,0.0,0.0
59258,1.0,1.0
27079,0.0,0.0
26986,0.0,0.0
68158,1.0,1.0
6345,0.0,0.0
63961,1.0,1.0
47187,1.0,1.0
71194,1.0,1.0
27007,0.0,0.0
56048,1.0,1.0
43421,1.0,1.0
32913,0.0,0.0
55614,1.0,1.0
16781,0.0,0.0
40509,1.0,1.0
43375,1.0,1.0
63287,1.0,1.0
9449,0.0,0.0
61608,1.0,1.0
71693,1.0,1.0
36108,0.0,0.0
70112,1.0,1.0
67226,1.0,1.0
13197,0.0,0.0
33142,0.0,0.0
43156,1.0,1.0
11089,0.0,0.0
16477,0.0,0.0
24069,0.0,0.0
62180,1.0,1.0
954,0.0,0.0
47049,1.0,1.0
57629,1.0,1.0
67119,1.0,1.0
26147,0.0,0.0
23602,0.0,0.0
74132,1.0,1.0
50215,1.0,1.0
51606,1.0,1.0
40164,1.0,1.0
2970,0.0,0.0
23150,0.0,0.0
49888,1.0,1.0
70310,1.0,1.0
15567,0.0,0.0
70031,1.0,1.0
13438,0.0,0.0
47324,1.0,1.0
31792,0.0,0.0
37396,0.0,0.0
21220,0.0,0.0
10377,0.0,0.0
2584,0.0,0.0
35915,0.0,0.0
8241,0.0,0.0
29164,0.0,0.0
72720,1.0,1.0
1914,0.0,0.0
66022,1.0,1.0
6217,0.0,0.0
71835,1.0,1.0
11668,0.0,0.0
19211,0.0,0.0
57742,1.0,1.0
7309,0.0,0.0
8091,0.0,0.0
71764,1.0,1.0
55585,1.0,1.0
40269,1.0,1.0
42648,1.0,1.0
33808,0.0,0.0
70713,1.0,1.0
38477,1.0,1.0
44794,1.0,1.0
20019,0.0,0.0
67830,1.0,1.0
3131,0.0,0.0
14917,0.0,0.0
4720,0.0,0.0
37067,0.0,0.0
713,0.0,0.0
4276,0.0,0.0
7690,0.0,0.0
12651,0.0,0.0
21164,0.0,0.0
33594,0.0,0.0
41330,1.0,1.0
239,0.0,0.0
10551,0.0,0.0
41748,1.0,1.0
68921,1.0,1.0
54059,1.0,1.0
10232,0.0,0.0
6230,0.0,0.0
9384,0.0,0.0
6671,0.0,0.0
31547,0.0,0.0
24131,0.0,0.0
58639,1.0,1.0
39480,1.0,1.0
9638,0.0,0.0
45492,1.0,1.0
20075,0.0,0.0
27883,0.0,0.0
26715,0.0,0.0
20816,0.0,0.0
59274,1.0,1.0
72897,1.0,1.0
58624,1.0,1.0
14797,0.0,0.0
48185,1.0,1.0
63075,1.0,1.0
4425,0.0,0.0
72401,1.0,1.0
69702,1.0,1.0
58644,1.0,1.0
8423,0.0,0.0
71244,1.0,1.0
16278,0.0,0.0
14497,0.0,0.0
40561,1.0,1.0
18477,0.0,0.0
13549,0.0,0.0
67581,1.0,1.0
60836,1.0,1.0
28636,0.0,0.0
2699,0.0,0.0
16530,0.0,0.0
8465,0.0,0.0
14851,0.0,0.0
68842,1.0,1.0
40130,1.0,1.0
18845,0.0,0.0
24702,0.0,0.0
68827,1.0,1.0
58224,1.0,1.0
14978,0.0,0.0
66592,1.0,1.0
68318,1.0,1.0
26905,0.0,0.0
10314,0.0,0.0
68376,1.0,1.0
34928,0.0,0.0
6577,0.0,0.0
58189,1.0,1.0
23258,0.0,0.0
52368,1.0,1.0
3716,0.0,0.0
62676,1.0,1.0
29894,0.0,0.0
30568,0.0,0.0
11366,0.0,0.0
50229,1.0,1.0
24145,0.0,0.0
72513,1.0,1.0
25604,0.0,0.0
24283,0.0,0.0
31217,0.0,0.0
53152,1.0,0.0
4718,0.0,0.0
64036,1.0,1.0
73937,1.0,1.0
5321,0.0,0.0
29238,0.0,0.0
70321,1.0,1.0
14410,0.0,0.0
18317,0.0,0.0
57016,1.0,1.0
30657,0.0,0.0
10168,0.0,0.0
51188,1.0,1.0
50377,1.0,1.0
72771,1.0,1.0
29279,0.0,0.0
16093,0.0,0.0
62422,1.0,1.0
26366,0.0,0.0
42396,1.0,1.0
35898,0.0,0.0
66882,1.0,1.0
23581,0.0,0.0
31013,0.0,0.0
36717,0.0,0.0
9957,0.0,0.0
73345,1.0,1.0
16406,0.0,0.0
19469,0.0,0.0
30152,0.0,0.0
13447,0.0,0.0
19520,0.0,0.0
46968,1.0,1.0
67731,1.0,1.0
39935,1.0,1.0
62602,1.0,1.0
71100,1.0,1.0
8628,0.0,1.0
69023,1.0,1.0
59679,1.0,1.0
67801,1.0,1.0
49651,1.0,1.0
43089,1.0,1.0
18413,0.0,0.0
31138,0.0,0.0
62164,1.0,1.0
57679,1.0,1.0
44703,1.0,1.0
31141,0.0,0.0
42799,1.0,1.0
43265,1.0,1.0
61651,1.0,1.0
1130,0.0,0.0
4030,0.0,0.0
46699,1.0,1.0
43383,1.0,1.0
27582,0.0,0.0
1861,0.0,0.0
41730,1.0,1.0
15388,0.0,0.0
26717,0.0,0.0
34147,0.0,0.0
2208,0.0,0.0
1448,0.0,0.0
25773,0.0,0.0
58374,1.0,1.0
74388,1.0,1.0
38520,1.0,1.0
29754,0.0,0.0
43602,1.0,1.0
13362,0.0,0.0
32014,0.0,0.0
66341,1.0,1.0
30560,0.0,0.0
31814,0.0,0.0
9796,0.0,0.0
74367,1.0,1.0
47824,1.0,1.0
52298,1.0,1.0
69670,1.0,1.0
39026,1.0,1.0
50291,1.0,1.0
39685,1.0,1.0
25172,0.0,0.0
38393,1.0,1.0
23256,0.0,0.0
71227,1.0,1.0
25354,0.0,0.0
4112,0.0,0.0
37451,0.0,0.0
23921,0.0,0.0
35774,0.0,0.0
51954,1.0,1.0
59790,1.0,1.0
53352,1.0,1.0
36906,0.0,0.0
50332,1.0,1.0
54789,1.0,1.0
37152,0.0,0.0
52559,1.0,1.0
55687,1.0,1.0
18196,0.0,0.0
1613,0.0,0.0
14093,0.0,0.0
16412,0.0,0.0
29857,0.0,0.0
46076,1.0,1.0
33360,0.0,0.0
38202,1.0,1.0
16219,0.0,0.0
67439,1.0,1.0
54880,1.0,1.0
18863,0.0,0.0
61098,1.0,1.0
62678,1.0,1.0
42259,1.0,1.0
5668,0.0,0.0
50495,1.0,1.0
39667,1.0,1.0
28205,0.0,0.0
64590,1.0,1.0
69730,1.0,1.0
3798,0.0,0.0
57006,1.0,1.0
26257,0.0,0.0
57714,1.0,1.0
72342,1.0,1.0
39931,1.0,1.0
63839,1.0,1.0
26473,0.0,0.0
54942,1.0,1.0
24,0.0,0.0
67258,1.0,1.0
36369,0.0,0.0
36760,0.0,0.0
72566,1.0,1.0
67112,1.0,1.0
41800,1.0,1.0
21876,0.0,0.0
45529,1.0,1.0
787,0.0,0.0
52879,1.0,1.0
9944,0.0,0.0
23477,0.0,0.0
44770,1.0,1.0
61063,1.0,1.0
20403,0.0,0.0
42149,1.0,1.0
28374,0.0,0.0
56514,1.0,1.0
62669,1.0,1.0
65220,1.0,1.0
56144,1.0,1.0
14974,0.0,0.0
21979,0.0,0.0
57313,1.0,1.0
9172,0.0,0.0
26368,0.0,0.0
22889,0.0,0.0
17814,0.0,0.0
54031,1.0,1.0
37142,0.0,0.0
59831,1.0,1.0
43223,1.0,1.0
56310,1.0,1.0
29058,0.0,0.0
58931,1.0,1.0
68247,1.0,1.0
54040,1.0,1.0
41044,1.0,1.0
18694,0.0,0.0
29767,0.0,0.0
26748,0.0,0.0
194,0.0,0.0
25268,0.0,0.0
44108,1.0,1.0
36161,0.0,0.0
1406,0.0,0.0
69464,1.0,1.0
37922,1.0,1.0
67695,1.0,1.0
54734,1.0,1.0
72325,1.0,1.0
28264,0.0,1.0
21845,0.0,0.0
32738,0.0,0.0
47040,1.0,1.0
74478,1.0,1.0
61544,1.0,1.0
13524,0.0,0.0
39149,1.0,1.0
35237,0.0,0.0
60512,1.0,1.0
43697,1.0,1.0
42626,1.0,1.0
16777,0.0,0.0
51331,1.0,1.0
38788,1.0,1.0
74471,1.0,1.0
27610,0.0,0.0
50810,1.0,1.0
43300,1.0,1.0
23296,0.0,0.0
11524,0.0,0.0
65697,1.0,1.0
49401,1.0,1.0
29500,0.0,0.0
30477,0.0,0.0
45155,1.0,1.0
64813,1.0,1.0
24005,0.0,0.0
19874,0.0,0.0
24446,0.0,0.0
40881,1.0,1.0
31029,0.0,0.0
63579,1.0,1.0
68190,1.0,1.0
1374,0.0,0.0
50911,1.0,1.0
3302,0.0,0.0
57684,1.0,1.0
33053,0.0,0.0
34291,0.0,0.0
56628,1.0,1.0
40724,1.0,1.0
22959,0.0,0.0
15077,0.0,0.0
21184,0.0,0.0
27296,0.0,0.0
7230,0.0,0.0
9355,0.0,0.0
56256,1.0,1.0
31208,0.0,0.0
65332,1.0,1.0
53928,1.0,1.0
35275,0.0,0.0
11046,0.0,0.0
73725,1.0,1.0
66788,1.0,1.0
58743,1.0,1.0
45845,1.0,1.0
70574,1.0,1.0
13491,0.0,0.0
61554,1.0,1.0
73430,1.0,1.0
2732,0.0,0.0
29212,0.0,0.0
19824,0.0,0.0
52380,1.0,1.0
43362,1.0,1.0
55890,1.0,1.0
34622,0.0,0.0
49891,1.0,1.0
71389,1.0,1.0
3620,0.0,0.0
30361,0.0,0.0
47281,1.0,1.0
64035,1.0,1.0
35699,0.0,0.0
52039,1.0,1.0
23166,0.0,0.0
51868,1.0,1.0
47079,1.0,1.0
24383,0.0,0.0
53836,1.0,1.0
8250,0.0,0.0
23579,0.0,0.0
42957,1.0,1.0
66658,1.0,1.0
33541,0.0,0.0
45076,1.0,1.0
32342,0.0,0.0
37429,0.0,0.0
38157,1.0,1.0
2809,0.0,0.0
22526,0.0,0.0
62903,1.0,1.0
2008,0.0,0.0
74637,1.0,1.0
17731,0.0,0.0
20576,0.0,1.0
37430,0.0,0.0
3344,0.0,0.0
33689,0.0,0.0
21547,0.0,0.0
64201,1.0,1.0
28534,0.0,0.0
10029,0.0,0.0
4832,0.0,0.0
75133,1.0,1.0
54075,1.0,1.0
74956,1.0,1.0
68299,1.0,1.0
11544,0.0,0.0
39188,1.0,1.0
26065,0.0,0.0
47276,1.0,1.0
37334,0.0,0.0
20681,0.0,0.0
2064,0.0,0.0
21919,0.0,0.0
73520,1.0,1.0
51827,1.0,1.0
14983,0.0,0.0
25002,0.0,0.0
61630,1.0,1.0
28792,0.0,0.0
52395,1.0,1.0
2252,0.0,0.0
62256,1.0,1.0
13186,0.0,0.0
14485,0.0,0.0
806,0.0,0.0
15705,0.0,0.0
16142,0.0,0.0
71222,1.0,1.0
11652,0.0,0.0
67546,1.0,1.0
44209,1.0,1.0
14099,0.0,0.0
44160,1.0,1.0
33872,0.0,0.0
39889,1.0,1.0
24369,0.0,0.0
25797,0.0,0.0
69597,1.0,1.0
39046,1.0,1.0
24519,0.0,0.0
2823,0.0,0.0
24759,0.0,0.0
41095,1.0,1.0
58993,1.0,1.0
4779,0.0,0.0
24865,0.0,0.0
3547,0.0,0.0
18261,0.0,0.0
60779,1.0,1.0
11112,0.0,0.0
5600,0.0,0.0
13433,0.0,0.0
3221,0.0,0.0
44858,1.0,1.0
45959,1.0,1.0
15568,0.0,0.0
22908,0.0,0.0
72941,1.0,1.0
15951,0.0,0.0
70476,1.0,1.0
30509,0.0,0.0
56169,1.0,1.0
52692,1.0,1.0
31206,0.0,0.0
33651,0.0,0.0
16201,0.0,0.0
8204,0.0,0.0
64058,1.0,1.0
29005,0.0,0.0
29009,0.0,0.0
3062,0.0,0.0
15768,0.0,0.0
25264,0.0,0.0
28400,0.0,0.0
30177,0.0,0.0
59283,1.0,1.0
65527,1.0,1.0
70946,1.0,1.0
49054,1.0,1.0
780,0.0,0.0
21274,0.0,0.0
61822,1.0,1.0
65509,1.0,1.0
68821,1.0,1.0
14020,0.0,1.0
68271,1.0,1.0
70965,1.0,1.0
46584,1.0,1.0
74271,1.0,1.0
17868,0.0,0.0
4806,0.0,0.0
8446,0.0,0.0
25829,0.0,0.0
30131,0.0,0.0
65379,1.0,1.0
9377,0.0,0.0
5486,0.0,0.0
59903,1.0,1.0
63128,1.0,1.0
33054,0.0,0.0
10826,0.0,0.0
40790,1.0,1.0
40524,1.0,1.0
66928,1.0,1.0
74213,1.0,1.0
15036,0.0,0.0
26779,0.0,0.0
49654,1.0,1.0
62158,1.0,1.0
54712,1.0,1.0
36226,0.0,0.0
64374,1.0,1.0
33194,0.0,0.0
28519,0.0,0.0
70316,1.0,1.0
55501,1.0,1.0
68896,1.0,1.0
38232,1.0,1.0
35729,0.0,0.0
24269,0.0,0.0
14759,0.0,0.0
53754,1.0,1.0
56923,1.0,1.0
48172,1.0,1.0
64876,1.0,1.0
66066,1.0,1.0
275,0.0,0.0
60910,1.0,1.0
32604,0.0,0.0
5399,0.0,0.0
48634,1.0,1.0
44030,1.0,1.0
834,0.0,0.0
66120,1.0,1.0
26494,0.0,0.0
42777,1.0,1.0
19787,0.0,0.0
66381,1.0,1.0
71316,1.0,1.0
57701,1.0,1.0
37773,0.0,0.0
13599,0.0,0.0
63868,1.0,1.0
72066,1.0,1.0
50964,1.0,1.0
55594,1.0,1.0
18135,0.0,1.0
30097,0.0,0.0
42187,1.0,1.0
9140,0.0,0.0
31173,0.0,0.0
6782,0.0,0.0
51529,1.0,1.0
42976,1.0,1.0
14216,0.0,0.0
48094,1.0,1.0
60798,1.0,1.0
48150,1.0,1.0
67123,1.0,1.0
9759,0.0,0.0
60269,1.0,1.0
57124,1.0,1.0
4662,0.0,0.0
73816,1.0,1.0
70664,1.0,1.0
10114,0.0,0.0
60416,1.0,1.0
73215,1.0,1.0
32365,0.0,1.0
17835,0.0,0.0
7860,0.0,0.0
22731,0.0,0.0
61086,1.0,1.0
39531,1.0,1.0
19733,0.0,0.0
67958,1.0,1.0
6762,0.0,0.0
38806,1.0,1.0
28864,0.0,0.0
70296,1.0,1.0
22803,0.0,0.0
34915,0.0,0.0
32863,0.0,0.0
540,0.0,0.0
58652,1.0,1.0
60956,1.0,1.0
67256,1.0,1.0
67698,1.0,1.0
63154,1.0,1.0
37782,0.0,0.0
43829,1.0,1.0
20749,0.0,0.0
66568,1.0,1.0
29985,0.0,0.0
70126,1.0,1.0
25615,0.0,0.0
44205,1.0,1.0
7942,0.0,0.0
46730,1.0,1.0
52005,1.0,1.0
74035,1.0,1.0
12483,0.0,0.0
26660,0.0,0.0
40495,1.0,1.0
22646,0.0,0.0
32593,0.0,0.0
56431,1.0,1.0
58206,1.0,1.0
44885,1.0,1.0
67514,1.0,1.0
43856,1.0,1.0
74178,1.0,1.0
69472,1.0,1.0
9945,0.0,0.0
913,0.0,0.0
23101,0.0,0.0
60584,1.0,1.0
75433,1.0,1.0
5708,0.0,0.0
74915,1.0,1.0
45488,1.0,1.0
3637,0.0,0.0
12444,0.0,0.0
22544,0.0,0.0
55881,1.0,1.0
57353,1.0,1.0
74,0.0,0.0
21111,0.0,0.0
53890,1.0,1.0
75100,1.0,1.0
21763,0.0,0.0
62516,1.0,1.0
27496,0.0,0.0
73700,1.0,1.0
2166,0.0,0.0
15142,0.0,0.0
16466,0.0,0.0
71576,1.0,1.0
7906,0.0,0.0
8761,0.0,0.0
44691,1.0,1.0
32430,0.0,0.0
6740,0.0,0.0
33464,0.0,0.0
39458,1.0,1.0
49920,1.0,1.0
54701,1.0,1.0
50119,1.0,1.0
33600,0.0,0.0
47189,1.0,1.0
7347,0.0,0.0
49958,1.0,1.0
6945,0.0,0.0
50580,1.0,1.0
14756,0.0,0.0
4261,0.0,0.0
2480,0.0,0.0
25969,0.0,0.0
32721,0.0,0.0
27315,0.0,0.0
32144,0.0,0.0
69288,1.0,1.0
1338,0.0,0.0
19914,0.0,0.0
23347,0.0,0.0
71005,1.0,1.0
19412,0.0,0.0
51108,1.0,1.0
35717,0.0,0.0
71405,1.0,1.0
44452,1.0,1.0
9201,0.0,0.0
56027,1.0,1.0
52933,1.0,1.0
34486,0.0,0.0
59382,1.0,1.0
12673,0.0,0.0
50234,1.0,1.0
71836,1.0,1.0
14493,0.0,0.0
46083,1.0,1.0
51998,1.0,1.0
54344,1.0,1.0
75038,1.0,1.0
36766,0.0,0.0
27711,0.0,0.0
31034,0.0,0.0
70690,1.0,1.0
1901,0.0,0.0
38869,1.0,1.0
46731,1.0,1.0
72875,1.0,1.0
3163,0.0,0.0
22790,0.0,0.0
58983,1.0,1.0
72639,1.0,1.0
48024,1.0,1.0
41241,1.0,1.0
73385,1.0,1.0
39337,1.0,1.0
23908,0.0,0.0
70257,1.0,1.0
12530,0.0,0.0
13778,0.0,0.0
19800,0.0,0.0
14268,0.0,0.0
41000,1.0,1.0
8388,0.0,0.0
65807,1.0,1.0
58270,1.0,1.0
8622,0.0,0.0
38146,1.0,1.0
27116,0.0,0.0
67147,1.0,1.0
16011,0.0,0.0
64579,1.0,1.0
59425,1.0,1.0
45787,1.0,1.0
16097,0.0,0.0
703,0.0,0.0
71093,1.0,1.0
26801,0.0,0.0
25744,0.0,0.0
67499,1.0,1.0
29,0.0,0.0
65534,1.0,1.0
60632,1.0,1.0
43258,1.0,1.0
63780,1.0,1.0
29287,0.0,0.0
68481,1.0,1.0
35487,0.0,0.0
62576,1.0,1.0
28110,0.0,0.0
59700,1.0,1.0
33436,0.0,0.0
5033,0.0,0.0
41957,1.0,1.0
63802,1.0,1.0
48594,1.0,1.0
21937,0.0,0.0
71096,1.0,1.0
73249,1.0,1.0
1858,0.0,0.0
15202,0.0,0.0
37634,0.0,0.0
60873,1.0,1.0
56258,1.0,1.0
58630,1.0,1.0
55842,1.0,1.0
25669,0.0,0.0
1514,0.0,0.0
54391,1.0,1.0
3174,0.0,0.0
11617,0.0,0.0
59462,1.0,1.0
29916,0.0,0.0
48127,1.0,1.0
48299,1.0,1.0
308,0.0,0.0
12156,0.0,0.0
5407,0.0,0.0
53449,1.0,1.0
65752,1.0,1.0
11275,0.0,0.0
58622,1.0,1.0
48196,1.0,1.0
7437,0.0,0.0
73245,1.0,1.0
44988,1.0,1.0
44101,1.0,1.0
6722,0.0,0.0
69507,1.0,1.0
52570,1.0,1.0
35914,0.0,0.0
363,0.0,0.0
59832,1.0,1.0
75055,1.0,1.0
71770,1.0,1.0
39832,1.0,1.0
27547,0.0,0.0
21353,0.0,0.0
65569,1.0,1.0
52157,1.0,1.0
52418,1.0,1.0
54612,1.0,1.0
40039,1.0,1.0
65503,1.0,1.0
57926,1.0,1.0
17809,0.0,0.0
15447,0.0,0.0
22476,0.0,0.0
30080,0.0,0.0
33058,0.0,0.0
30846,0.0,0.0
60291,1.0,1.0
38762,1.0,1.0
3157,0.0,0.0
15534,0.0,0.0
69242,1.0,1.0
4265,0.0,0.0
25916,0.0,0.0
63903,1.0,1.0
31065,0.0,0.0
2380,0.0,0.0
1295,0.0,0.0
16989,0.0,0.0
61643,1.0,1.0
46245,1.0,1.0
32956,0.0,0.0
47223,1.0,1.0
50289,1.0,1.0
54442,1.0,1.0
67911,1.0,1.0
18762,0.0,0.0
33639,0.0,0.0
753,0.0,0.0
66461,1.0,1.0
6643,0.0,0.0
67620,1.0,1.0
50906,1.0,1.0
5808,0.0,0.0
15740,0.0,0.0
26134,0.0,0.0
2574,0.0,0.0
949,0.0,0.0
16397,0.0,0.0
55458,1.0,1.0
66895,1.0,1.0
11552,0.0,0.0
21893,0.0,0.0
27964,0.0,0.0
20392,0.0,0.0
10000,0.0,0.0
7515,0.0,0.0
52768,1.0,1.0
58008,1.0,1.0
37440,0.0,0.0
69631,1.0,1.0
33931,0.0,0.0
21791,0.0,0.0
59148,1.0,1.0
4158,0.0,0.0
11494,0.0,0.0
35772,0.0,0.0
60179,1.0,1.0
65308,1.0,1.0
21066,0.0,0.0
16232,0.0,0.0
29876,0.0,0.0
69569,1.0,1.0
10146,0.0,0.0
2129,0.0,0.0
35981,0.0,0.0
3937,0.0,0.0
62082,1.0,1.0
42379,1.0,1.0
32824,0.0,0.0
63860,1.0,1.0
19784,0.0,0.0
42099,1.0,1.0
9915,0.0,0.0
47949,1.0,1.0
20036,0.0,0.0
31245,0.0,0.0
32453,0.0,0.0
73729,1.0,1.0
58004,1.0,1.0
14201,0.0,0.0
16147,0.0,1.0
11534,0.0,0.0
73537,1.0,1.0
58676,1.0,1.0
56475,1.0,1.0
55311,1.0,1.0
20777,0.0,0.0
71088,1.0,1.0
42079,1.0,1.0
24080,0.0,0.0
74563,1.0,1.0
11202,0.0,0.0
72781,1.0,1.0
53013,1.0,1.0
19570,0.0,0.0
8598,0.0,0.0
32954,0.0,0.0
14637,0.0,0.0
1580,0.0,0.0
23405,0.0,0.0
70328,1.0,1.0
33486,0.0,0.0
4500,0.0,0.0
45135,1.0,1.0
49117,1.0,1.0
43009,1.0,1.0
59830,1.0,1.0
73534,1.0,1.0
60359,1.0,1.0
52545,1.0,1.0
49278,1.0,1.0
70465,1.0,1.0
23293,0.0,0.0
67989,1.0,1.0
15704,0.0,0.0
72640,1.0,1.0
72494,1.0,1.0
19008,0.0,0.0
73506,1.0,1.0
74395,1.0,1.0
33601,0.0,0.0
27876,0.0,0.0
15787,0.0,0.0
74953,1.0,1.0
34015,0.0,0.0
19095,0.0,0.0
74577,1.0,1.0
42781,1.0,1.0
66134,1.0,1.0
2415,0.0,0.0
31376,0.0,0.0
59670,1.0,1.0
25811,0.0,0.0
8239,0.0,0.0
60072,1.0,1.0
4764,0.0,0.0
53565,1.0,1.0
22547,0.0,0.0
5114,0.0,0.0
67898,1.0,1.0
24253,0.0,0.0
9509,0.0,0.0
23604,0.0,0.0
11910,0.0,0.0
55917,1.0,1.0
5231,0.0,0.0
52989,1.0,1.0
8439,0.0,0.0
16515,0.0,0.0
10988,0.0,0.0
28438,0.0,0.0
4910,0.0,0.0
47233,1.0,1.0
46040,1.0,1.0
25766,0.0,0.0
51990,1.0,1.0
5959,0.0,0.0
